Titre,Album,Année,Durée,Paroles,Compositeur,Auteur
A rebours,Interstellaires,2015,"4,11","Late at night in summer heat
Expensive car and empty street
There's a wire in my jacket
For this is my trade
It only takes a moment
Don't be afraid

I can hotwire an ignition
Like some kind of star
I'm just a poor boy
In a rich man's car
Et le moteur s'allume enfin
Nos vies s'enlacent
And we drive into the night

Oh le cuir doux s'en mêle
Affole ton imagination
Je te vois déjà
Dans une autre situation
Tu es ""company director""
Une vie de famille
J'ai ce feeling qu il y a
Bien plus de choses à dire

There's some kind of complication
Il lui dit... he's alone
Spends the night with his lover
Il y a des traces... of her Cologne
Tous les mots de sa maitresse
À l'oreille et sans détour
Comme une chanson d'amour

Please take me dancing tonight
I've been all on my own
Les promesses d'un jour d'un soir
Je les entends comme un psaume
I'm just a prisoner of love
Prisonnière de mes failles
Take me dancing
Please take me dancing tonight

Imagine ta femme
Sa vie glisse entre ses doigts
Il y a une règle
Être chasseur ou bien la proie
Il lui dira : je rentre tard
Ses affaires, partir à Rome
Oh there's more than a suspicion
In this lingering Cologne

Et les enfants feront la tête
And she runs a traffic light
And she drives into the night

Please take me dancing tonight
I've been all on my own
Les promesses d'un jour d'un soir
Je les entends comme un psaume
I'm just a prisoner of love
Prisonnière de mes failles
Take me dancing
Please take me dancing tonight","Martin Kierszenbaum, Mylène",Mylène
C'est pas moi,Interstellaires,2015,"3,41","Comme un crayon sans mine
Un bout de bois
Qui demande l'asile
Un peu plus de toi toi toi

Indiscible famine
Manque de toi
Hum Hum
J'ose le songe est digne
Déposer des baisers
Là ou là

Ainsi la ritournelle
La vie sans son sans sel
Pas là
Pas dans la mienne
C'est pas moi

Danser sur une grève
La vie sans pont, sans sève
Pas là
Pas dans la mienne
Pas comme ça

Tous les sanglants du ciel
Eclairez-moi !
La vie, mais que vaut-elle
Sans danger sans sexe
Et sans choix

Marcher sa vie entière à
Côté de soi
Tant d'âmes se méprennent
Un oui
Un non
Une ligne droite

Ainsi la ritournelle
La vie sans son sans sel
Pas là
Pas dans la mienne
C'est pas moi

Danser sur une grève
La vie sans pont, sans sève
Pas là
Pas dans la mienne
Pas comme ça

(pont musical)

Ainsi la ritournelle
La vie sans son sans sel
Pas là
Pas dans la mienne
C'est pas moi

Danser sur une grève
La vie sans pont, sans sève
Pas là
Pas dans la mienne
Pas comme ça

Ainsi la ritournelle
La vie sans son sans sel
Pas là
Pas dans la mienne
C'est pas moi

Danser sur une grève
La vie sans pont, sans sève
Pas là
Pas dans la mienne
Pas comme ça","Martin Kierszenbaum, Mylène",Mylène
Insondables,Interstellaires,2015,"2,37","Plus rien
N'enchante le monde
Insondables
Sont les flots
Et las, contemple les ombres
Il lui dit à demi-mot

Qu'il l'aime, qu'il l'adore
Qu'il l'aime
Mais le chaos du corps
A ses raisons, a ses remords

Et le ciel est
Sans nuage
Et les jours
Semblent longs
A perdu son point d'ancrage
Il rentre dans sa maison

Il l'aime, il l'adore
Il l'aime encore

Plus rien
N'enchante le monde
Insondables
Sont les vents
Las de contempler les ombres
Un silence assourdissant

Il l'aime, il l'adore
Il l'aime
Mais le chaos du corps
A ses raisons, a ses remords

Et le ciel est
Sans nuages
Et les jours
Semblent longs
Perdu le coeur d'une femme
Et la mort porte son nom

Il l'aime et il l'adore
Il l'aime
Il saignera encore
Jusqu'à sa mort","Martin Kierszenbaum, Mylène",Mylène
Love Song,Interstellaires,2015,"4,33","Aux nuits consumées
Aux solitaires
Et autres de l'oubli
D'une vie à l'autre
Pas un hiver
Qui ne saigne
Aimer
Résistances
Dissonances
S'aimer et être
Ébloui

Ba A A ...Lançoire
Pa... A... Ars
Dans l'espace

Love song
Love song
Love song des laissés pour compte
Love song
Une love song
Quand je vois l'ombre
Nous séparer du monde

Aux nuits consumées
Aux solitaires
Et autres de l'oubli
D'une vie à l'autre
Pas un hiver
Qui ne saigne
Aimer
Résistances
Dissonances
S'aimer et être
Ébloui

Pa A Le Est
La lune
Ba A Al
De fortune

Love song
Love song
Love song des laissés pour compte
Love song
Une love song
Quand je vois l'ombre
Nous séparer du monde

Aux nuits consumées
Aux solitaires
Et autres de l'oubli
D'une vie à l'autre
Pas un hiver
Qui ne saigne
Aimer
Résistances
Dissonances
S'aimer et être
Ébloui

(pont musical)

Aux nuits consumées
Aux solitaires
Et autres de l'oubli
D'une vie à l'autre
Pas un hiver
Qui ne saigne
Aimer
Résistances
Dissonances
S'aimer et être
Ébloui

Aux nuits consumées
Aux solitaires
Et autres de l'oubli
D'une vie à l'autre
Pas un hiver
Qui ne saigne
Aimer
Résistances
Dissonances
S'aimer et être
Ébloui ","Martin Kierszenbaum, Mylène",Mylène
Pas d'access,Interstellaires,2015,"3,17","Ballade
Astrale
Plus de ce monde
Sarcophage
Otage
Des jours Des ombres

L'espace
La grâce
De grâce
Délivrez-moi !

Il n'y a pas d'access
Il n'y a pas d'access
Pour être libre

Il n'y a pas d'access
De vaines promesses
Pas d'équilibre

Il n'y a pas d'access
Il n'y a pas d'access
Pour être libre

Rapace
Je m'évade
Trouver son nid
Cathédrale
Au Kamtchatka
Ou Sibérie

Décolle
Je m'envole
Plus ici
Je m'asphyxie

Il n'y a pas d'access
Il n'y a pas d'access
Pour être libre

Il n'y a pas d'access
De vaines promesses
Pas d'équilibre

Obscures
Dérives
Nuits d'insomnies
Dissonnance
Errance
Lente agonie

Là, je vole
M'affolle
Suis faucon
Je suis birdy

Il n'y a pas d'access
Il n'y a pas d'access
Pour être libre

Il n'y a pas d'access
De vaines promesses
Pas d'équilibre

Il n'y a pas d'access
Il n'y a pas d'access
Pour être libre

Je suis birdy
Je suis birdy
Je suis birdy
Je suis birdy
Je suis birdy
Je suis birdy
Je suis birdy
Je suis birdy

Il n'y a pas d'access
Il n'y a pas d'access
Il n'y a pas d'access
Il n'y a pas d'access
Il n'y a pas d'access","Martin Kierszenbaum, Mylène",Mylène
I Want You to Want Me,Interstellaires,2015,"3,06","I want you to want me
I need you to need me
I'd love you to love me
I'm beggin' you to beg me

Shine up my old brown shoes
Put on a brand new shirt
Get home early from work
You say that you love me
Didn't I, didn't I, didn't I
See you cryin'
Oh, Didn't I, didn't I, didn't I,
See you cryin'
Feelin' all alone without a friend
You know you feel like dyin'
Didn't I, didn't I, didn't I
See you cryin'

I want you to want me
I need you to need me
I'd love you to love me
I'm beggin' you to beg me

I want you to want me
I want you to want me
I want you to want me
I want you to want me",Rick Nielsen,Rick Nielsen
Voie lactée,Interstellaires,2015,"3,17","Pas le droit de s'en faire
Pas plus le droit de fuir
Il faut des up
Des up
De l'air
De l'air
Il faut des up
De l'air
L'éther

Longue vie aux morts
De mes nuits
Qui font la nique
À l'ennui
Qui surgissent
Sans répit
Sans aucun bruit

Longueur des jours
Alanguie
Là quoi bon dic...
... Te ma vie
Une part de moi
Qui s'en va
Echec
Echec
Tout laisser là

Comme les
Flocons d'air
De neige en hiver
Qui fondent au printemps
Me perdre
Dans la voie lactée
Ourlée
De mystère
M'y plonger dedans

Pas le droit de me taire
Pas plus le droit d'en finir
Il faut des up
Des up
De l'air
De l'air
Il faut des up
De l'air
L'éther

Langueur et
Mélancolie
Les laisser là
Pour la vie
Déposer armes
Et fracas
Et puis
Comme ça
Tout laisser là

Comme les
Flocons d'air
De neige en hiver
Qui fondent au printemps
Me perdre
Dans la voie lactée
Ourlée
De mystère
M'y plonger dedans

C'est comme...

Comme les
Flocons d'air
De neige et je perds
La notion du temps
Je vois
Dans la voie lactée
Ourlée
De mystère
M'y plonger dedans

(pont musical)

Comme les
Flocons d'air
De neige en hiver
Qui fondent au printemps
Me perdre
Dans la voie lactée
Ourlée
De mystère
M'y plonger dedans

C'est comme...

Comme les
Flocons d'air
De neige et je perds
La notion du temps
Je vois
Dans la voie lactée
Ourlée
De mystère
M'y plonger dedans","Martin Kierszenbaum, Mylène",Mylène
City of Love,Interstellaires,2015,"4,26","Quand la danse cessera
Trop tard
Tout prendra un goût de cendres
Hum Hum
Si seulement chemin faisant
L'amour surgit du néant
N'avoir d'autres voeux que l'autre
Même un instant

Les mots au bout des lèvres
Un chemin vers la vie
Si je m'abandonne
Je bâtirai
The city of love...
Oh Oh
Si je sais que je l'ai
Et le monde et l'envie
Si là je t'attends
Je bâtirai
The city of love
The city of love

Qui ne connaît pas la peur
Ne connaît pas le courage
Si je suis de belle humeur
Pas de rage
Quand progressant dans le noir
Quand j'étudie l'infini
Je vois des flocons de neige
De poésie

Les mots au bout des lèvres
Un chemin vers la vie
Si je m'abandonne
Je bâtirai
The city of love...
Oh Oh
Si je sais que je l'ai
Et le monde et l'envie
Si là je t'attends
Je bâtirai
The city of love
The city of love

(pont musical)

Les mots au bout des lèvres
Un chemin vers la vie
Si je m'abandonne
Je bâtirai
The city of love...
Oh Oh
Si je sais que je l'ai
Et le monde et l'envie
Si là je t'attends
Je bâtirai
The city of love
The city of love

Les mots au bout des lèvres
Un chemin vers la vie
Si je m'abandonne
Je bâtirai
The city of love...
Oh Oh
Si je sais que je l'ai
Et le monde et l'envie
Si là je t'attends
Je bâtirai
The city of love
The city of love

Les mots au bout des lèvres
Un chemin vers la vie
Si je m'abandonne
Je bâtirai
The city of love...
Oh Oh
Si je sais que je l'ai
Et le monde et l'envie
Si là je t'attends
Je bâtirai
The city of love
The city of love","Martin Kierszenbaum, Mylène",Mylène
Un jour ou l'autre,Interstellaires,2015,"4,27","Tout s'efface
Un point dans l'univers
Dans des eaux solitaires
Être privé de tout de soi

D'une trace
Humanité fragile
Si au moins je devine
Combien de vies se perdent en chemin

Nous
Irons aussi loin...
Nous
Prendrons le temps de...
Nous
Si seulement un sursaut de l'âme
Pluie de fous
Consciences endormies
L'absence et puis l'oubli
Nos illusions qui se mettent à genoux

Retrouver
Un jour ou l'autre
Une étoile
S'endormir
L'un contre l'autre
Aimer
Chavirer
Et prendre l'eau
Quand tout ruisselle
S'élever
Recoudre l'air
Aimer

Vois
Quand les cieux se résignent
S'arracher à l'enfer
Mais que penser de l'univers

Je nous vois
Des peintres de lumières
Si c'est au nom du père
Pourtant aussi ces noirs mélanges

Nous
Irons aussi loin...
Nous
Prendrons le temps de...
Nous
Si seulement un sursaut de l'âme
Contre nous
Des questions sans réponses
Des hommes qui renoncent
Des océans qui se mettent à genoux

Retrouver
Un jour ou l'autre
Une étoile
S'endormir
L'un contre l'autre
Aimer
Chavirer
Et prendre l'eau
Quand tout ruisselle
S'élever
Recoudre l'air
Aimer

(pont musical)

Retrouver
Un jour ou l'autre
Une étoile
S'endormir
L'un contre l'autre
Aimer
Chavirer
Et prendre l'eau
Quand tout ruisselle
S'élever
Recoudre l'air
Aimer

Retrouver
Un jour ou l'autre
Une étoile","Martin Kierszenbaum, Mylène",Mylène
Rolling Stone,Désobéissance,2018,"3,46","Eh, oh !
Suis de ""bad bad mood""
Et j'ai le sang qui broie
Du noir
Noir

J'attends le spleen
Un redoux
Doux
Je peine à rire
Je peine à croire
Croire

J'ai bien compris qu'il faut
Des multitudes
De dangers, là...
Pour m'animer

J'ai bien une idée de comment
Contrer la fièvre

Pas de point fixe
Je suis une...

Rolling stone

Refrain
La la la
La la la
Suis de celles
Qui maudissent
Qui comptent plus
Qu'un ""c'est fini""

La la la
Si je dis...love
La la la
Suis easy
It works for me
All... I need is love

Yeah Hi Yeah
I
Viens dans mes rails
Et c'est chaud
Chaud

Tout pour être au ciel

Yeah Hi Yeah
I
Faut que j'm'en aille
Quand c'est trop
Et quand c'est fini
Je refais mon lit

Eh, oh !
Suis de ""bad bad mood""
Moi, pierre qui roule
Je cache un blues
Blues

Des confettis
Je m'en fous
Fous

Je suis moody
À cran je suis
Mort

J'ai bien saisi qu'il faut
Des multitudes
De cocktails là pour m'apaiser
J'ai bien une idée de comment
Contrer colère
Domicile Styx
Je suis une...

Rolling stone

Refrain
La la la
La la la
Suis de celles
Qui maudissent
Qui comptent plus
Qu'un ""c'est fini""

La la la
La la la


Suis de celles qui mau...dissent
Code : my need is love

La la la
Je... crois en ton amour
Oooohhh
Je... crois en ton amour

Rolling stone

Refrain
La la la
La la la
Suis de celles
Qui maudissent
Qui comptent plus
Qu'un ""c'est fini""

La la la
Si je dis love
La la la

Suis de celles :
""It works for me""
All I need is love
La la la","Feder, Johanna Iser, Peter Hoppe, Anastassia",Mylène
Sentimentale,Désobéissance,2018,"4,16","Suis sentimentale
Dieu sait
Que je suis sans haine

Suis sentimentale
Mais là, j'ai bien trop de peine
Il y a des failles
Détail
J'confesse
J'ai le vide en dessous

And I'm gonna die
En plus
Du reste
J'ai peur de tout

Refrain
J'ose
Je reste sans voix
Et là j'ai
Là j'ai envie quand même

Et quand je te vois
C'est Dieu qui 
C'est Dieu qui t'envoie, je t'aime

J'ose
Je reste sans voix
Et là, j'ai
Et là, j'ai envie qu'on m'aime

Et quand je te vois
C'est Dieu qui 
C'est Dieu qui t'envoie
Je t'aime

Bis

Oh
C'est beau
Quand c'est vu
Vu d'en haut
Oh
C'est beau, c'est beau
Quand du berceau au
Tombeau

Suis sentimentale
Dieu ce
Que je suis sans haine

Suis sentimentale
Mais là
J'ai bien trop de peine

Yes
L'âme en vrac
Où que j'aille
Détail
Fatal
Je crois en la vie

Yes
L'âme en vrac
Où que j'aille
J'me taille
Fini
I wanna break free

Refrain

1 2 3 Je m'en vais au bois
4 5 6 Cueillir des cerises
7 8 9 Dans mon panier neuf
10 11 12 Pourvu qu'elles soient douces","Feder, Quentin Segaud",Mylène
Désobéissance,Désobéissance,2018,"3,59","J'ai connu des
Putains
De ténèbres
Et
Des retenues
Des enfers
Qui brûlent lèvres

Et j'ai vu des lumières
Des cierges
Et des mirages
Mais
J'ai voulu celle
Que je suis
Un brin sauvage


Refrain
Désobéissance
À l'audace
Je fais le serment
Des mots d'amour
Plus le temps
D'être à contre-jour

Désobéissance
Être soi
Marcher dans le vent
Si le coeur lourd
Détachée
Vent de liberté


J'ai connu des
Des vrais
Champs de blés
J'ai
Fermé les yeux
Et la fièvre
Est tombée

J'ai vu des morts
Mais j'ai saisi
Le merveilleux
Et
J'ai voulu celle
Que je suis
Un nom de dieu


Refrain
Désobéissance
À l'audace
Je fais le serment
Des mots d'amour
Plus le temps
D'être à contre-jour

Désobéissance
Être soi
Marcher dans le vent
Si le coeur lourd
Détachée
Vent de liberté",Léon Deutschmann ,Mylène
N'oublie pas,Désobéissance,2018,"3,39","Là, dégoutée de ce monde
Sous la lampe un dernier songe
J'entends ta voix
Malgré tout ça
Et tes mots
Respecter l’autre
Cause in all the worlds I come upon
I never saw another one
That sparkled like your diamond in
The sun

La chambre même est sans pitié

Le paradis tombe à mes pieds
Pourtant
We know, we know
Ta voix
Dit jamais

N'oublie pas
Conduite par une étoile
Jamais
N'oublie pas
I promise where you are

Un point dans l'univers
It's a love it's everywhere
Jamais
N'oublie pas
C'est moi
Oh Oh Oh
Ouh Ouh Ouh
 
Un point dans l'univers
It's a love it's everywhere
Jamais
N'oublie pas
No No
Oh Oh Oh  

Sous terre il y a le silence
Ma mémoire qui rentre tard
Je pense à toi
Don’t you think twice
Been lost
But now I finally know
Et tous ces signes que tu envoies
Qui me chavirent à chaque fois
With déjà vu we'll
Rearrange the stars

And even on a silent sea
Your constellation carries me
Along
You know
Mais l'horizon
Dit jamais

Oh Oh Oh Oh
We feel it in our bones
Oh Oh Oh Oh
We feel it in our bones
Oh Oh Oh Oh
We feel it in our bones
Jamais
N'oublie pas
C'est moi
You know
Oh Oh","Laura Pergolizzi, Nate Campany, Mike Del Rio ","Mylène, LP"
Histoire de fesses,Désobéissance,2018,"1,57","Je maudis
Les opportunistes
À grands coups de triche
Se fichent des dommages
Collatéraux
Colle à ratiches

Je maudis
Les riches chiches
Les pastiches, j'aime
Les pâtes au sel
Les pâtes au sel
J'aime, no blème...

J'aime
Histoires de
Histoires de
Histoires de... fesses
C'est un con
C'est un cas
Je le confesse

Fesses, fesses, fesses
Histoires de fesses

Je maudis
Les obsédés du propre sur soi
Dans leur cervelat
Leur quant à soi
Quant à moi

Je vomis les plats
Vomis les fats
Les clichés sans droits
D'hémoglobine
Des magazines
Des viols de rétine",Feder,Mylène
Get up Girl,Désobéissance,2018,"3,37","Get up girl
Six mois de plâtre
Or
J'ai beau me taire
J'ai rêvé trop fort
Quand tout se taille
Si peu qui te donnent
Train de retard
Que sais je de ""l'homme"" ?
Get up Mylène
Des flammes
Si la vie te saque

""Je pense donc je suis""...
Pour boire un verre
Et si je stagne, là
Si je comprends tout
Suis plus la même
La vie a bon dos

Mais pour les gens
C'est du vague
Mais pour les gens
Je déraille

Et chaque fois
Une entaille
Et la vie goes
On and on

I
Don't
Know
Why
I
Find
Life
So sexy

I
Feel
So
High
I
Guess
Life's
So sexy


Get up girl
J'ai pas lu tout Descartes
Mais
""Je pense donc je suis""...
Pour boire un verre

Et si je baille
Si je me lève tôt
Suis plus la même
La vie a bon dos

Mais pour les gens
C'est du vague
Mais pour les gens
Je déraille

Et chaque fois
Une entaille
Et la vie
Goes on and on","Feder, Quentin Segaud, T. Jean",Mylène
Prière,Désobéissance,2018,"3,34","Comment te dire
Ma réalité
Dans mon manteau
L'eau qui a coulé
Et yey

Comment lui dire
Comment l'épargner
Dans son corps un ""sick""
Un ""croc"" s'est caché

Refrain
Mais je suis là
Pour toi
Ne plus te laisser
L'envie de sauter
Dans l'océan

Et je suis là
Pour toi
J'apprends à lâcher
J'oublierai la vie
Une fois dedans


Comment te dire
Ma réalité
Nuit de délires
Tout est chimioté
Et yey

Comment lui dire
Que l'immensité
Remplit un vide
Le rideau est tombé","Feder, Quentin Segaud",Mylène
Au lecteur,Désobéissance,2018,"3,15","La sottise, l'erreur, le péché, la lésine
Occupent nos esprits et travaillent nos corps
Et nous alimentons nos aimables remords
Comme les mendiants nourrissent leur vermine

Nos péchés sont têtus, nos repentirs sont lâches ;
Nous nous faisons payer grassement nos aveux
Et nous rentrons gaiement dans le chemin bourbeux
Croyant par de vils pleurs laver toutes nos taches

Sur l’oreiller du mal c'est Satan Trismégiste
Qui berce longuement notre esprit enchanté
Et le riche métal de notre volonté
Est tout vaporisé par ce savant chimiste

C'est le Diable qui tient les fils qui nous remuent !
Aux objets répugnants nous trouvons des appas ;
Chaque jour vers l’Enfer nous descendons d'un pas
Sans horreur, à travers des ténèbres qui puent

Ainsi qu'un débauché pauvre qui baise et mange
Le sein martyrisé d'une antique catin
Nous volons au passage un plaisir clandestin
Que nous pressons bien fort comme
Une vieille orange

Serré, fourmillant, comme un million d'helminthes
Dans nos cerveaux ribote un peuple de Démons
Et, quand nous respirons, la Mort dans nos poumons
Descend, fleuve invisible, avec de sourdes plaintes

Si le viol, le poison, le poignard, l'incendie
N'ont pas encor brodé de leurs plaisants dessins
Le canevas banal de nos piteux destins
C'est que notre âme, hélas ! n’est pas assez hardie

Mais parmi les chacals, les panthères, les lices
Les singes, les scorpions, les vautours, les serpents
Les monstres glapissants, hurlants, grognants
Rampants
Dans la ménagerie infâme de nos vices

II en est un plus laid, plus méchant, plus immonde !
Quoiqu’il ne pousse ni grands gestes ni grands cris
Il ferait volontiers de la terre un débris
Et dans un bâillement avalerait le monde ;

C'est l’Ennui ! L'oeil chargé d'un pleur involontaire
II rêve d'échafauds en fumant son houka
Tu le connais, lecteur, ce monstre délicat
- Hypocrite lecteur, - mon semblable, - mon frère !",Feder,Charles Baudelaire
Des larmes,Désobéissance,2018,"3,48","Et dans ma prison de verre
Moi je ne sais plus
Comment faire
J'peux me bander
Comme personne
Les yeux
De peur qu'on m'abandonne

Et puis là pour les sentiments
Faire sourde oreille aux
Compliments
J'me sens seule, là
Allez, je m'épouse
Mon âme soeur
C'est mon bain de foule

C'est la fin
Quand on est dans la boîte
À sapin
Se lever chaque matin
Le vers est dans la pomme
J'ai le trac
Tout m'assomme

Diluviens
Le ""gouffre"" de Baudelaire
Je lis tout
C'est fait, on s'en fout
C'est ma vie
Fais corps avec mon lit
Loving you
Tu es où ?
Où où

Refrain
Des larmes, des larmes
Des larmes, des larmes

De peine
De joie
Sur mes joues, là
Sillonnent, sillonnent
Sillonnent

Des larmes, des larmes
Des larmes, à quoi...
À quoi bon vivre
Si t'es pas là

Je m'isole, m'isole, m'isole


Et dans ma prison de verre
Quand je ne sais plus
Comment faire
J'embrasse vie comme personne
Même Dieu
De peur qu'il m'abandonne

Mais voilà
Pour les sentiments
Si j'en ai encore
Pour longtemps
Là, j'me sens seule
Un vol pour Toulouse
Au sacré choeur
Pour un bain de foule

C'est la fin
Quand on est dans la boîte
À sapin
Se lever cha...
...que matin
Le vers est dans la pomme
J'ai le trac
Tout m'assomme

Un refrain
Le ""gouffre"" de Baudelaire
C'est un blues
C'est fait, on s'en fout
C'est ma vie
Fais corps avec mon lit

Loving you
Tu es où ?
Où où","M. Del Rio, LP",Mylène
Parler d'avenir,Désobéissance,2018,"3,31","Il est flou
Flou le paysage
Tu rougis
Même quand il fait noir
Trop pour t’y voir

Cachée dans ton lit
Tu fuis
Le regard d’autrui
Pourtant
La vie...

Parler d’avenir
T’effraie
Et si c’était un souffle
Ou le vide
Tu voudrais juste
T’endormir

Quoique l’on en dise
Je vais
Oublier tes doutes
Pour l’autre rive
Au moins le temps
D’un rire

L’eau
Coule dans ton manteau
Me glacer
Me plonger dans ta
Réalité

T’évader dans du
Satin
Poursuivre un chemin
Le tien
Mais là","Léon Deutschmann, Mylène",Mylène
On a besoin d'y croire,Désobéissance,2018,"3,48","Et voilà
C'est comme ça
Il n’y a plus rien à faire
Pour nous
Comme on s'assomme et
C'est la faille
Il n’y a plus rien à faire
Pour nous

C'est trop tard
Le monde est braille
Il n'y a plus rien à faire
Pour nous

La lune est noire et
Et j'ai mal
Mais n'arrête jamais d'être
En nous

So do we ?
Stigmates sous la peau
Bouge
Suis-moi quand j'y vois
Rouge
Tant pis ça ira
Tant qu'il y aura toi

Stigmates sous ma peau
Fine
Mon amour a mor…
...Phine
Tu vois ça ira
Tu vois ça ira
A i ya i ya a
On a tous un
Espoir
Entrer dans l’histoire

Mais sans l’autre
On est quoi ?
Malgré le vide
On a
On a besoin d'y croire

A i ya i ya a
Tout seul là
On a quoi ?
Qu’un pauvre miroir
Son reflet
Et puis quoi
Mais sans l'autre
On est quoi ?
Moi, j'ai besoin d'y croire


Et voilà
Déjà vu
Il n y a plus rien à faire
Pour nous

Plus de classe
Si tout est chaste
Il n’y a plus rien à faire
Pour nous

So do we ?
Stigmates sous ma peau
Bouge
Suis-moi quand j'y vois
Rouge
Ton amour sera
Tant qu'il y aura toi

Stigmates sous ma peau
Fine
Mon amour a mor…
Phine
Tu vois ça ira
Tu vois ça ira

A i ya i ya a
Sans un ""autre""
On est quoi ?
Pour entrer dans
L'histoire

Sans amour
On est quoi ?
Si c'est la fin
Inch allah
On a besoin d'y croire

A i ya i ya a
Et sans l'autre
On a quoi ?
Qu'un pauvre miroir

Son reflet
Et puis quoi
Moi, sans toi
Je me noie
On a besoin d'y croire

A i ya i ya a
On a tous un espoir
Entrer dans l'histoire

Mais sans l'autre
On est quoi
Malgré le vide
On a
On a besoin d'y croire

C'est pas le temps qui passe
C'est pas l'indifférence
C'est juste qu'on n'y croit plus…
Moi je sais qu'on n'a plus
Le souffle pour s'éloigner
Être deux, s'approcher
Pour ne faire qu'un ici
Ainsi soit-il

Amen","Feder, Anastassia Zimmerman, Mylène",Mylène
Retenir l'eau,Désobéissance,2018,"4,13","Retenir l’eau
Qui est dans sa paume
Sentir tout
Et on a beau
Serrer les doigts
J’ai froid
Mais l’eau...

Mais l’eau s’échappe
.Ggoutte-à-goutte
C’est fragile
Fragile est l’être
En proie aux doutes
Écoute

Et quand
La mort est...
Là, dedans la peau
Et quand
L’épreuve
Et quand j’entends
Trop de vraies souffrances
C’est comme
Un miroir
Comme un bouche à bouche
Je sens
Un souffle
Qui naît à l’unisson
Mon double

Retenir l’eau
Qui est dans sa paume
Dis-moi tout
Quand on a tant
Besoin de l’autre
Faire quoi ?
Et là...

Tu pars et caches
Sans aucun doute
Un tragique
Gouttes de vie
Qui tombent et coulent
Je coule

Et quand
La mort est...
Là, dedans la peau
Et quand
L’épreuve....
Et quand j’entends
Trop de
Tes souffrances

C’est comme
Un miroir
Comme un bouche à bouche
En moi
Ton souffle
Qui nait
Et qui sait
Et qui aime",Léon Deutschmann ,Mylène
Untitled,Désobéissance,2018,,"Suis morte
Le clou... fermer la porte

I've been crawling
Dans le noir
Des chrysanthèmes
Et moi
Je spleen en dessous

No rimes, no rengaines
Allongée à perdre haleine
And all kinds of
Désirs de vous

All my love
All my love
À jamais entre nous

Out of sight
Out of sight
I've been dreaming of you

Je laisse mon corps
Tout en dessous
Je laisse mon corps
Se fondre en vous

I've been crawling
Et pour l’âme
J'ai de la peine
Mais là je spleen en dessous

No lime
No desserts
C'est l'ascèse
À plein régime
And all kinds of
Désirs de tout

Le clou, fermer la porte
La vie comme un conte
Ce qui importe
Ce n'est pas sa longueur
Mais c'est sa valeur

Je n'ai plus rien à faire
Suis à jamais sous terre
Je n'ai plus rien à faire
Suis à jamais sous terre","Feder, Quentin Segaud",Mylène
Invisibles,L'emprise,2022,"3,35","Notre âme est l’eau qui coule
L’invisible est au ciel
Invisible au rendez-vous
Indicible souffle en nous

Refrain
Qui veille au-dessus de nous
Entre nous
C’est l’amour
Les anges dorment auprès de vous
Parmi nous
Pour toujours

Qu’y-a-t-il derrière nous ?
Qui se glisse sans à coups ?
Présence à demi-floue
Résidence des loups

Refrain
Qui veille au-dessus de nous
Entre nous
C’est l’amour
Les anges dorment auprès de vous
Parmi nous
Pour toujours

Qui veille sur nous
Qui veille sans détour
Entre nous
C'est l’amour
Dans mes veines coulent
Toutes mes peines, l’éveil
Aucun doute
C’est l’amour",Woodkid,Mylène
A tout jamais,L'emprise,2022,"3,45","Tout
N'est qu'un jeu de masques
Poussière d'anthrax
Qui s'insinue dans nos blessures
Au démon, lui qui
Consume nos vies
Souffle le chaud le froid
Qui d'autre que moi
Le voit


Refrain
Lui dire
Fuck you too
À tout jamais
Requiem pour tout...
Recommencer

Plus de sorry... sorry
Plus dans ma chair
Toi et ton double ami
Retourne en enfer


Vois
Violente est l'emprise
Et pas de limite
L'âme sœur dénuée d'un cœur
Quand tout est mensonges
Qui blessent et me rongent
Là
Je doute et je saigne
Qu'importe
La vie m'enseigne


Refrain
Lui dire
Fuck you too
À tout jamais
Requiem pour tout...
Recommencer

Plus de sorry... sorry
Plus dans ma chair
Toi et ton double ami
Retourne en enfer


Sentiment d'être seule au monde
Il sait atteindre votre coeur
Tout bascule en quelques secondes
Je n'ai plus peur, seul reste
Un haut... le coeur


Refrain
Lui dire
Fuck you too
À tout jamais
Requiem pour tout...
Recommencer

Plus de sorry... sorry
Plus dans ma chair
Toi et ton double ami
Retourne en enfer",Woodkid,Mylène
Que l'aube est belle,L'emprise,2022,"5,08","L’imaginaire est bien plus terrible
Que le réel
Plus que j’imagine
Les temps sont sombres
Bien plus qu’étranges
Dialogue intime avec...
Avec soi-même
Reliure macabre
M’envelopper dans le marbre

Jamais peintre ne révèle
Les détails de tous ses secrets
Et s’il me prend
Soudainement l’envie d’un océan
Cela ne regarde que moi
Et m’y plonger dedans

Refrain
Que l’aube est belle
Oraison funèbre
La vie vous glisse entre les doigts
Fait sa loi
Que l’aube est belle

Ne crois pas qu’en taisant tes blessures
La terre froide trouvera nourriture
Et ma mémoire est chambre forte
A double tour la porte
Quand douleur demande réponse
C’est là que je renonce

Refrain
Que l’aube est belle
Oraison funèbre
La vie vous glisse entre les doigts
Fait sa loi
Que l’aube est belle

Et l’homme est responsable de l’homme
Et l’homme est responsable de l’homme

Refrain
Que l’aube est belle
Oraison funèbre
Que l’aube est belle
Que l’aube est belle
La vie vous glisse entre les doigts
Fait sa loi
Que l’aube est belle ",Woodkid,Mylène
